host,rid,resource
114.119.135.105,1190,f7d055ad-64d4-4170-beac-bc9c7bfd8049
114.119.135.110,944,34073003-821d-4d02-afc0-63a3112f67e0
114.119.135.110,1429,4cc0bf49-5dec-4d55-b484-9be8dd8c2a2e
114.119.135.117,983,cafcef48-0a1d-410f-b6d1-5ad5d60768b4
114.119.135.118,983,cafcef48-0a1d-410f-b6d1-5ad5d60768b4
114.119.135.118,1502,41045afc-6749-4ee5-bc76-1ac5525ffe46
114.119.135.124,3630,2547fe78-951f-4d01-af03-be32a7502562
114.119.135.126,1521,74147eb7-eca0-4c71-be92-ac11fbe11bfe
114.119.135.131,1926,481267a4-990d-46bf-887f-d8d1502a547b
114.119.135.133,2259,df662a80-3865-4557-8001-7b761aa0d4ac
114.119.135.135,2776,042f58b4-4061-4a8c-809e-8af9c7963b1a
114.119.135.137,1422,9a2bdd27-257b-44ff-9977-07b78c50ba63
114.119.135.14,1100,a74f42ee-fe32-47f5-8145-72875a55558a
114.119.135.14,2487,f1dd0794-96ec-4346-9c8c-7bfdf3c10951
114.119.135.144,3164,c3cb8e97-fcb8-4d6d-a9ed-c8ddce970b04
114.119.135.145,1382,0c352170-108b-4cff-81ec-35fc6e53a9f7
114.119.135.149,2020,5b26640e-4138-42d7-8eee-f4fd8c9d659e
114.119.135.151,2205,82659785-b965-455d-9e97-d7f37085f81e
114.119.135.154,3437,a37cdda8-acea-4bfc-91d9-67e1c3326bfa
114.119.135.156,3229,abcab6ec-f4a7-4ff3-97b9-448184262d68
114.119.135.163,1620,90801bee-9f61-4274-a66b-951e61c2b312
114.119.135.164,2791,2c46bf46-cfb1-4838-86bf-c638c604d3d0
114.119.135.166,3273,1e5d6388-3bff-40fd-9305-f2dba24b7546
114.119.135.17,2508,d2232e8a-f1bb-463c-8ae7-617e359c40f5
114.119.135.171,1248,d18466e7-c2b8-4d74-9847-c3a615c3fb69
114.119.135.172,2481,ee115137-b1c9-4bd5-8277-da0e7a61bbb0
114.119.135.174,1185,ed307621-82a8-4a21-be31-5936abfbc6c1
114.119.135.18,925,fa30f384-9ab0-4059-b975-c33a3fe7a6de
114.119.135.18,3705,32558e7f-797c-4e1d-9ab5-9c0ec1c41c8e
114.119.135.185,2663,ee6cc366-4acc-4128-b1ff-256956bf882b
114.119.135.187,2723,292d72ac-2c53-4859-87d3-77f4e0bd55aa
114.119.135.187,3728,eb3cf011-8a37-4834-9a29-c1a77030e11a
114.119.135.192,720,6b0a3ec8-4d48-4559-97c2-e2eb97c44f2c
114.119.135.194,1440,7b4bb053-aa4d-4c80-baa8-b90b8fcc0da9
114.119.135.196,733,cdd19ba7-e729-4acc-93cf-89618d8ab01c
114.119.135.196,2532,5b0db22b-ab7f-417b-a2b5-dc51ae8006a7
114.119.135.201,2483,1086ec5d-d2b0-46e3-9c2c-950fbc1b2fe2
114.119.135.205,2399,e3548575-9556-4687-8d0a-b96ddae07a4f
114.119.135.210,1490,eaeb8d9b-dadf-49d4-883e-871660c4887a
114.119.135.215,3789,188b5b15-4aae-4985-a9df-4f9719d86b45
114.119.135.218,3680,a1d5e336-785b-403a-808b-f9105df8fbe0
114.119.135.221,1636,c1e37483-a7c6-46da-a66a-7d90ea519046
114.119.135.223,1200,7e16e390-fa32-4cb8-ba67-09c0b6471a08
114.119.135.223,3678,b736dfa3-22e8-41bf-8373-2d1deaeb6c28
114.119.135.227,2074,d7a4e1d6-3005-4462-9275-e1ff12e40722
114.119.135.231,689,7742a0c0-34d5-4856-b483-316072681287
114.119.135.233,2190,db68a691-616d-49e2-982f-0a8599ff39c2
114.119.135.234,2251,ffd9feef-b761-4a76-8232-0b9d3f243847
114.119.135.24,1492,5b2c79e7-9c1c-44a4-a910-d262a6d758fc
114.119.135.250,1576,2ea9ef44-3d5e-4140-9b46-efba2a3cabb0
114.119.135.255,3068,a3cbfe93-5a08-42db-8f2c-dc5cc1c6df9a
114.119.135.26,1694,9feaa149-5f4e-4e86-a2d8-ffd0e7910c33
114.119.135.28,3166,8f7459ed-fc97-4620-85c8-d1282b53105b
114.119.135.29,3735,5c94375b-c476-4655-bbf3-9da3ec1529ea
114.119.135.3,1257,a1ea8a4f-56ef-4084-a657-925431f2e37a
114.119.135.37,1213,7b1e9913-550c-4eb0-a072-4399e96e35fc
114.119.135.43,3291,51043ae1-8d86-4683-8ff6-26fc6d252ebe
114.119.135.44,3298,79eacb28-9074-49ce-86b8-be5228ae4aa4
114.119.135.46,2277,eeca3edd-7e05-4621-ae64-9ad0e4265cdc
114.119.135.54,745,c55e4148-8c2a-41c8-8e51-6ea0305aaf72
114.119.135.61,2313,faad2b10-dc98-4ab5-914f-cf4c54b6c866
114.119.135.68,933,074e71d8-5bf3-4f66-a680-90a1b5887e13
114.119.135.68,3684,65ad8f35-8e61-4931-ba53-df57ecb91b5e
114.119.135.7,3121,51bf12f1-d099-43dd-a718-3d6d787fbd02
114.119.135.71,3427,b9aea221-5f15-4dad-89d2-d93b233e7da1
114.119.135.77,3051,3cd37ae4-30b6-4602-941e-0cf468cd4372
114.119.135.81,1598,17a60c5a-a1be-4b07-9530-0dd68d137720
114.119.135.86,1386,a2e77998-45ec-4ed9-b1a0-6cfb0e272d7a
114.119.135.88,1252,c2b2ad54-d2cd-41f5-9ed9-156246a7b15c
114.119.135.89,2181,937f454b-32bd-4aab-9474-3b5f1ae2f7e2
114.119.135.90,3506,17db0e66-7cef-4962-9de4-5c57c33da3fc
114.119.135.91,3484,c8f71c80-0e3d-45ff-bb38-8257689b8661
114.119.135.95,369,aef1f632-398f-47e5-bb33-d764e07feca9
114.119.135.98,3438,9e083abf-63b1-4672-b5a3-4a74204a9094
114.119.136.0,3731,856aaaa6-b4f9-47e1-9b31-c29861965dad
114.119.136.102,2541,819e2ee6-8e5d-4f8b-a257-66d399278c97
114.119.136.108,3111,7e1dff22-9018-4cff-8165-8ecec9afd9de
114.119.136.110,1833,d2f3d0e3-c755-466c-b6e8-31e50f0c78f3
114.119.136.113,3673,6c35014b-a674-4abc-9319-02169fcdc4c4
114.119.136.114,612,9aff967c-d2cc-4219-a644-d3ec457cb8df
114.119.136.12,1364,82e9d412-ef4c-4869-9e77-4901562cd449
114.119.136.131,3202,0485f62c-c7f7-4b80-b3d6-06fdf25c96bd
114.119.136.134,1014,199bcd3d-ceb9-47e7-b556-5c6d5761731b
114.119.136.134,3567,74438961-1c1b-40ba-ba8f-71b8d7c18d0b
114.119.136.135,1013,50ca4cd4-a1eb-4e7f-bed1-6d54ed38259d
114.119.136.137,3679,ed1096c7-f3bd-496c-87e2-bc69378d0f10
114.119.136.139,3215,db262a77-f58d-41c0-ac42-f87a51155f0a
114.119.136.141,2775,72700d13-b9d2-441a-80ea-a36a68713393
114.119.136.143,3409,08881135-b830-43bb-93a3-d55aef93a2e7
114.119.136.146,1519,3274c40e-c793-4f4a-80fb-3431062e3872
114.119.136.146,2793,8218c7d5-b5fc-4144-bdfc-34ec532fae7d
114.119.136.148,1505,5654cfb6-779f-43f0-bbe9-ac4b9785323d
114.119.136.148,3347,703fd030-ea97-47ac-819e-36f543a06da3
114.119.136.159,3489,7ad4ea14-90c5-4f4c-bbed-eaaf14a1290c
114.119.136.164,2967,5defca17-80cf-45d2-91b6-d72cdeffe7c4
114.119.136.165,1621,9a218c51-b975-4bdf-917a-0eaeb7db0b1d
114.119.136.17,1278,7bdf64fb-c980-460c-b15f-dde5a7b5b8e0
114.119.136.173,1292,191c4bc0-b136-4e75-a64b-e546486643bf
114.119.136.177,2892,e448a58c-4b53-47bb-9e85-5a7f2f778951
114.119.136.183,825,fd703600-acb2-4afc-91b3-f1248a2e465f
114.119.136.183,1834,ce734fe5-0044-426d-ab29-3c898b144bc8
114.119.136.20,3066,d2104cd6-9511-422b-92c3-9beca95a2c90
114.119.136.200,1986,86ed5167-a490-44a6-9ad6-835b1d4e7cb9
114.119.136.200,3052,49878709-808b-4174-972c-84d7ca720df3
114.119.136.203,2920,3458cb17-a047-45a6-8ee6-89dfe5ca6ed8
114.119.136.208,1760,4d408a02-f450-4402-b671-0c732f0733fa
114.119.136.213,2671,1ed5c5cc-890c-439d-9042-d50467eac2b4
114.119.136.215,2045,68bc868d-fc09-4dac-939c-a0296250124c
114.119.136.217,2828,d0b02921-0653-4336-87a8-1d699ed49ba4
114.119.136.219,1412,c300ae12-f3ca-4304-9bdf-806d2fd81081
114.119.136.219,3029,34675668-e95e-47fe-8534-93b9d9a8122d
114.119.136.223,2770,9178e749-062d-44ea-b1ca-7626fc284375
114.119.136.227,2220,a08ba4a0-1522-4c6d-8374-1c11f9f83888
114.119.136.229,2206,d73926e3-6b21-4104-be69-b433e833216e
114.119.136.23,2850,f9334522-5633-4115-8097-52e89eebb733
114.119.136.231,3421,49d7a0fb-c668-4e46-abf7-4eff2719b4e2
114.119.136.231,3692,d9b18eb2-cd1c-4af0-aae9-f59638e7bbb2
114.119.136.238,1861,0e730f8f-a8e3-4135-a7f6-84d409f01a0a
114.119.136.241,2230,7bed0023-180c-44c9-8aaf-74f1599aaf13
114.119.136.242,2283,be2086c7-63ab-45ba-98d3-43978d42d8c6
114.119.136.250,3393,5ccd5920-18b6-4d6c-9a9a-5ee7c90b32be
114.119.136.251,1991,bfd4913b-fda4-4b19-8345-0a097753f077
114.119.136.42,1525,745a3ead-123e-439d-9714-f7c4f2984f47
114.119.136.45,1031,265ff661-a98d-4c8b-a33a-da19d92f6990
114.119.136.55,3043,ebc62c15-0f42-4dfe-ab1c-016c795cdda0
114.119.136.6,2719,9fe27bb7-392f-42be-897e-f55470a8ee59
114.119.136.60,920,2695798b-4bbe-48ca-9353-6ca01875ebfe
114.119.136.62,2978,e63b693d-2522-4884-8aa1-02e9e8193604
114.119.136.69,2784,a3be6843-fd22-4032-acb9-aad3c283ba9e
114.119.136.76,1860,1bcfc154-4519-43ed-b2a0-32858ee706ae
114.119.136.77,869,b9dbc84f-e92f-4ecd-b0f8-3b15e739f772
114.119.136.80,2149,1d6e1a40-d2ae-4f6c-93a5-6da9162c47b1
114.119.136.81,2620,38602133-6057-403a-a2b1-363367078669
114.119.136.85,2838,f30a6382-a82a-4542-81e6-e295cf9c9cd0
114.119.136.99,1003,9d860b79-a891-46f0-b61f-eed557e75e02
114.119.137.0,3701,8c467c69-a7a3-48c3-9b86-91a130787948
114.119.137.105,1265,e74f5141-75d0-4890-9c45-487947fb5772
114.119.137.11,40,2bb69495-103d-4c86-aa0d-ed1036185fa2
114.119.137.110,1928,32b0eaed-3a83-4d57-ad6b-4e622d653936
114.119.137.116,1225,85dbc348-5022-45de-9c22-001013449d93
114.119.137.117,873,989dcab3-afc7-4eff-836a-f4bd9e24f8d3
114.119.137.118,1651,2223e20a-6936-426c-90b2-b3013b6e273a
114.119.137.119,486,5a5d1ba2-9ce1-4f95-bbfd-08d56163a2d0
114.119.137.127,1041,b14b5121-48e1-41d3-9c29-09fb87a0f3c8
114.119.137.128,1982,27d1a3ce-2ab2-48c2-be34-21101c1bffe5
114.119.137.131,619,6449c877-f488-4652-b502-c7b5dc56ef92
114.119.137.144,1630,f361eb3d-cc1e-40bd-99f0-54a21c2b18d6
114.119.137.157,1449,4db9b6db-19f3-4b58-b2f3-8cfc0a9bc4c3
114.119.137.157,3650,c35f6cfb-5e6c-4caf-a09e-69abdcdda5a4
114.119.137.158,2120,8ec94a41-ebfa-4ee8-aee2-1b466b395820
114.119.137.159,3771,45b5e2a6-1349-4c42-b383-239fcd2b6d74
114.119.137.16,260,91f2f5fb-2c1c-4924-b84a-d5817c406523
114.119.137.16,1359,a5f12b42-afcc-44db-9e73-446eb5d3a689
114.119.137.160,1908,bbaf93f2-4bae-4913-8240-d1417404d14c
114.119.137.168,2290,0b2f5438-9d5b-4aea-a378-c776dac5cdef
114.119.137.168,3110,be03987d-653b-4ae9-90b3-3507faf7286a
114.119.137.173,2339,86821be4-b3c4-4fe8-9d12-38b014d3caa1
114.119.137.177,3726,ff6dfcb2-ca6b-4e95-8af2-e862b58aa6e8
114.119.137.18,1615,4ba2b90c-f52b-47de-9420-ab104cf8e9d9
114.119.137.196,2022,b2bf029a-de5f-447d-824c-d76223ebd64d
114.119.137.201,3510,17a78341-70dc-4024-a297-a7eec12797cc
114.119.137.203,1765,786a33a3-5a7c-423d-b60b-e6bac4212694
114.119.137.21,2176,2740c4bd-4e59-44f9-bc88-187b5801c594
114.119.137.213,2253,cc288e02-baea-4b18-a6c7-b5aa38c8551c
114.119.137.218,1347,1f580a52-16ef-4d33-ae51-f0a5a57d94d7
114.119.137.231,2392,a3f4a1c0-2fc4-40b0-ad9a-5583d6fa3d56
114.119.137.232,1019,52f6b317-196d-46ac-bddb-83d1c8b01767
114.119.137.233,2625,4ad6cfbe-e4ad-4e39-b3c3-095556b8d550
114.119.137.236,3384,c11d2297-b938-4bda-87fd-af7eb5118a36
114.119.137.243,989,0adba255-975a-4161-90c0-bd5fc4c83a34
114.119.137.252,1012,024dcac2-2029-4b85-ad24-b66fe2d98a73
114.119.137.255,1163,c80e44d5-344d-44f6-b659-fc2fba89152a
114.119.137.33,2771,13e78611-26dc-4e63-92d2-2cb932de41f3
114.119.137.40,1770,03c1b6fd-dbff-43f0-8130-9ff813f7b2d2
114.119.137.41,1180,0886d435-3e50-4f6f-aa3c-303ebdab09e3
114.119.137.42,2680,0c544214-9240-47d8-b210-43d8875e8503
114.119.137.46,3649,268ac1d3-cf88-447b-955a-8c7daaa982d4
114.119.137.49,3161,61a1f20d-54fe-4399-9119-11f673875287
114.119.137.50,969,f3eb8774-3c1b-4dc0-a968-1ce5cf226d90
114.119.137.53,2109,6e7f2b5f-07ed-47d3-868e-90e192b571fd
114.119.137.59,1639,498c133d-2816-4585-bd76-3e3ef84d487c
114.119.137.61,1989,037ce8b4-c60e-47e0-8888-b956a3ff150c
114.119.137.65,458,362578d4-c008-415f-bb19-d895e1b028ea
114.119.137.66,2552,244a6d33-b6d6-4d74-aadf-aaac3b298df3
114.119.137.72,1597,bac078b3-5ac5-4606-8264-9441d24e385e
114.119.137.75,830,59576249-5eb6-4311-929c-03b719ddff0c
114.119.137.78,1925,40d454ae-8a3e-488b-a12a-a41188548042
114.119.137.80,1526,8a3eb6d3-ae82-4331-b3e5-72dd74863d3a
114.119.137.83,776,05e497d6-5c8f-48de-a058-d4644164548c
114.119.137.85,1140,6ec3da8a-19e7-4d1d-89df-9cc346c75aff
114.119.137.86,1607,0ca5a0aa-09e1-480c-bd8e-330402371f8e
114.119.137.92,3480,d964b72e-793a-4473-98ec-692e669b1774
114.119.137.96,2360,de2ef105-96f8-4ee5-93ba-8e5242392738
114.119.138.100,3127,e7861327-b1f1-45fa-bbb2-883077796729
114.119.138.101,2430,95df2fa7-2954-4e63-9fff-2dbc3eb95cbc
114.119.138.107,3278,fe417021-2b3d-4ea3-8a04-2eb92397efe2
114.119.138.117,1414,65589dcd-97f9-4b35-b5e5-d8457e817f58
114.119.138.12,916,fa6336d5-f5fa-488d-a8d4-6c22f20a0283
114.119.138.120,638,942b1226-ac17-4409-9b4d-e68fea04c36a
114.119.138.120,675,2f605f5f-7f58-45db-89f3-0fcb16a9ab01
114.119.138.121,2735,72621445-e4b4-4622-b48e-5595653853ea
114.119.138.124,1057,a71965d9-0797-4bb1-8919-65ddcb3eaf9a
114.119.138.126,2368,a47a70e2-6fe0-44b9-8dd2-315caee590d1
114.119.138.13,1372,ddb0e513-634b-4c04-a906-4ecfcbecb32f
114.119.138.140,953,84b97403-4c97-4ea3-919e-a0b5f79fe08b
114.119.138.15,115,2b94f76d-f2cd-4917-809f-9ccf60175de0
114.119.138.150,2910,ee0a62cf-5af5-4208-961d-cffe4238a1d1
114.119.138.152,1538,5dcc848b-d824-4d3e-be30-5c86b3cb7d81
114.119.138.159,1711,a1f4bb7f-e4d2-4688-a609-f4ee14be22ef
114.119.138.16,2088,056658fa-a1a9-4fd9-a37b-9379e8fadfaa
114.119.138.160,867,13d6e75f-e527-4c1d-a265-03e36fce8951
114.119.138.164,3416,7a0c1400-1613-469f-ad90-c05694eecf2d
114.119.138.166,2069,1a5a988b-4e5f-4e62-8982-68befb59bcf8
114.119.138.17,3512,0350119d-8bca-49d3-a224-d85f42f9922b
114.119.138.171,2433,9fdb9cb6-ac7e-474a-9bb4-1c4545616c18
114.119.138.177,775,fcab34ef-7029-4153-b381-78d1eb8a2efb
114.119.138.178,2152,02caa0fc-3169-422b-b4d9-eec9cfa3b72f
114.119.138.180,3468,c2865145-01a5-4c5a-a5c7-5226eb2c3427
114.119.138.184,1198,4e1d6480-a902-4baa-b1ab-de26854fe0e1
114.119.138.187,717,979e2953-c1d2-4824-abea-dd821d14be82
114.119.138.192,2603,9d412d75-fb60-4b9c-8a52-abccc19209d3
114.119.138.192,3577,f2898d6d-f0d7-4b45-afe1-f7cc9d962386
114.119.138.194,2292,7b4f77ee-55f5-4c19-9083-54a1a4f30872
114.119.138.199,1671,151701d0-3262-4f3c-af31-81a1670e0846
114.119.138.202,1863,76bb0e83-8af7-402a-bab5-ca28641ca6b1
114.119.138.203,1073,53dddfb1-18e0-4d36-807e-833ab1bdee7e
114.119.138.206,3431,b3eb76eb-8470-40ae-8298-37a79c7c8296
114.119.138.209,1727,2bac848b-da01-4edd-b80b-c9998bf0e8bf
114.119.138.209,3590,d50dbaf6-f3ed-4b5d-a287-17a5d17757ac
114.119.138.215,1480,e2d7899d-7f2d-4aa4-8840-a5cbda88e84d
114.119.138.22,3428,530f36aa-3035-45e1-b0de-b16054388311
114.119.138.220,1029,f1fc11a1-8747-451b-941f-a3a990c8ac6e
114.119.138.224,3267,7284b256-360f-403f-9ceb-16b4ad1b4502
114.119.138.231,2111,a43a5991-3d77-49b4-84c4-d8618d1e3776
114.119.138.237,1591,1c4c1899-9ff1-42b9-8fcf-bc0eb4204868
114.119.138.24,1018,cb385f8c-dcd2-49d5-a7bf-711499f91f67
114.119.138.25,859,a6cfed6e-b69f-4fdf-bcd6-9849174f3d59
114.119.138.253,2702,daa3bbad-4113-4246-bd88-c77eb7ddeda8
114.119.138.255,2230,7bed0023-180c-44c9-8aaf-74f1599aaf13
114.119.138.26,2822,1b963822-1f3d-4f0e-8857-f82477629244
114.119.138.28,1237,b4994228-04f8-40d0-b54f-12b0c8b95bb8
114.119.138.29,2500,5e1798dc-b1b9-46ac-ae7e-45d0dd0dee5b
114.119.138.38,1646,8e06e875-a93b-4f84-aa2d-b96de6b6c8bb
114.119.138.42,2484,842ec982-c427-48bb-838f-6075bb7e3ddb
114.119.138.42,2693,2803c9fb-e32b-4dc2-90f5-6ab59722cf3d
114.119.138.45,1856,0d98a9b3-f6dd-453f-b960-e1be7045a658
114.119.138.56,3700,755040f6-a8f8-4b52-91d9-cccbba3cda0e
114.119.138.68,1023,7b8f6bad-6158-4628-9153-60c4037e0af7
114.119.138.68,1919,b84d2d41-6dfe-47cd-b190-9e4f7763769f
114.119.138.68,3243,55745cef-5ab8-4f2b-bab4-7e50a48ebd7c
114.119.138.76,928,c6754c3b-771b-4555-a175-b039ca096b37
114.119.138.77,3525,dbd6cac3-1316-4a22-8717-8eb6661205d6
114.119.138.80,1917,c33c69a2-9335-47c4-a79a-05cbc701d1ed
114.119.138.83,2049,b3f4b05c-026d-45d2-a2f5-5eddccdf222d
114.119.138.83,3239,f80b22a6-b9d9-4818-8338-a28453fc5adc
114.119.138.83,3712,2d82dc34-2608-41fb-85ab-124c1c2d4713
114.119.138.90,1310,0eccf09c-4071-44c0-b375-de123658464b
114.119.139.1,211,68a9abaf-7e12-414e-b25f-e7f854d3b9bf
114.119.139.101,2865,9ecd1226-f951-423f-9f58-b3fede4ec155
114.119.139.11,836,3b3d0b59-ba1d-4d01-a72e-0068b9050179
114.119.139.116,18,e42c50fd-5b66-4a32-98cc-95a60f07c366
114.119.139.117,2879,4d3b575e-81e6-4d44-979c-ae17bab94780
114.119.139.12,1936,26d860b7-e1de-4bd7-8475-1f76caeed5b4
114.119.139.123,2078,4690d5e4-a47d-4b41-916c-78a18fec315f
114.119.139.127,1561,698e76b9-9f61-487c-a660-c1457e84c6f7
114.119.139.130,1628,f35e089f-40ef-4337-a048-7c0d55f40c80
114.119.139.136,2144,eb1a2d01-63ac-428a-aafc-5b144acf5d99
114.119.139.138,852,c161386c-295a-49d6-af1d-0c7290551286
114.119.139.144,2041,fa7f4377-1983-4727-af50-971809610446
114.119.139.147,2427,ad1cf990-7c5f-4ae6-b393-533f103e4387
114.119.139.151,1445,9c8f7f24-2b81-4d13-8203-12e12674b614
114.119.139.154,1255,db4776f6-4824-4e88-8157-b7516730c0c1
114.119.139.161,1570,8da9bdfe-7121-4359-a8ba-c7aa748c668f
114.119.139.162,3336,fb511b54-b676-4ecd-adf7-42cffd270ec5
114.119.139.166,2721,1371d9cb-1560-455f-9c23-9c304b68dad3
114.119.139.174,967,1c56edbf-db21-4401-b8a2-57bcfba4a746
114.119.139.175,2166,d2b0b557-ee92-4b7e-9220-a0d28a273853
114.119.139.179,3561,2bbcd6e1-97d8-4ff4-8863-b3dedbd4d34f
114.119.139.183,1204,a2045596-72a3-47ac-b5be-8bf26bfcd0d0
114.119.139.183,1852,8a0c1589-2120-41c4-b196-2d5d3294743f
114.119.139.184,2438,4eccb870-84f1-489a-81ed-2084feb782d7
114.119.139.189,2911,c0a25dfd-7607-45fe-9ddc-9aa95d342b9d
114.119.139.191,1173,0d3cfe7f-899e-4ef8-9963-4c53d9981d0e
114.119.139.191,2129,dbbbc03e-b2e3-4703-9458-83fd56d30a21
114.119.139.192,1854,0c1cee78-1d85-4ade-bfc4-318402902a8e
114.119.139.192,2939,b8ffcc31-c75c-4569-8b40-9d53bf90dcab
114.119.139.193,2404,3e418303-2954-4e45-b844-33613c9ff620
114.119.139.195,3251,ff6e169f-321a-4d5a-9603-74bbf9184cbf
114.119.139.199,1625,a558d03b-6839-4943-8afb-15c73c2f13b3
114.119.139.200,2544,80b0d210-04fb-40d4-991c-1a0e4348c746
114.119.139.203,2023,d650231a-e8da-482c-96a5-fad26be5bc71
114.119.139.208,203,83796507-6ced-4815-a39c-3d54a1a119a5
114.119.139.21,2547,22da912d-1cd1-4c29-8451-66612c709c1f
114.119.139.211,2647,fd7d9b59-e8ea-4468-a42c-f31debd0314d
114.119.139.212,2946,cc6d43f9-3afb-42fe-af91-f6d0eb064dd2
114.119.139.215,3720,9121d82e-6447-4d37-92d3-a95ee1b518df
114.119.139.22,3061,3a048745-c76d-476f-bce9-e4458e9d3801
114.119.139.220,2051,eb836799-657f-47aa-b523-9cd8bad24da0
114.119.139.229,2622,ad1fe2cd-a332-436c-b4d2-1368736332fd
114.119.139.241,943,b3949df9-290a-4489-9b1d-e9742907fcb6
114.119.139.244,356,c00ce21e-9fbf-497f-8190-3be524221e3d
114.119.139.245,48,670ba6f8-57df-473e-9bce-adec6cdb9e11
114.119.139.253,2219,20603083-6f4f-4f97-aa7d-ac402557812c
114.119.139.26,3633,d94f4244-a92f-4806-9276-22c366f99b15
114.119.139.40,1777,97a7aff0-6de7-4ea2-80af-2be6fe1f452e
114.119.139.40,2329,1dd23dd3-349c-4640-9bd2-151789469bd3
114.119.139.45,2311,53e212cd-2eee-471e-b84b-7110ca6f907a
114.119.139.46,357,62c929db-5fa1-4139-bbac-09cd03d35a32
114.119.139.5,1883,eb0707fd-0a9e-4125-a4e0-d2704b8dcfa6
114.119.139.52,2172,242050ff-48f7-4e66-83bd-cbfd3d39ee31
114.119.139.61,2369,da2738fa-1876-46fd-9135-21bd77c1dfc4
114.119.139.63,3108,506b1513-0f43-4801-b706-0da119357da2
114.119.139.68,3138,d9988c61-594b-43cf-b426-dffce15f4675
114.119.139.7,722,e22f387a-e6f3-4b5a-90b8-8756381f2be1
114.119.139.75,2853,5158b258-3ab8-43be-9440-8f43c46a52b5
114.119.139.75,3240,a2e0a768-c5db-4cc5-a357-d8a70f627a1c
114.119.139.78,3491,3b3d5c2c-09b9-42e8-8070-422434798712
114.119.139.89,3160,57b4c26c-3f71-4592-a2c3-726213e7c80c
114.119.139.90,1035,e736b0bf-65f8-4ae0-b10f-2a275a728f31
114.119.139.96,597,101eee7d-cede-42fe-95c4-e4d1359d049d
114.119.139.96,1333,7dfcc4a3-5762-48f9-a553-a533ad7a0c1a
114.119.140.103,1609,4a9adb1c-43ee-4b37-8d96-dd70f6511068
114.119.140.114,1046,d06cd997-d619-4256-810f-6ef182a6cfef
114.119.140.115,3132,4c6237da-5963-4244-a30f-304ab4021d61
114.119.140.138,1365,186cd075-167b-42ff-b6a1-149aac8fd910
114.119.140.140,2245,3ae35e3c-e390-43d3-b81d-3ce2f3a826b7
114.119.140.142,2065,1f5b9df9-4f19-4b5d-aa2a-983d907fc1e1
114.119.140.142,2080,9298b85c-120c-46ed-82ef-61abb53301b7
114.119.140.146,975,bb3fa82c-64aa-486f-9069-d5561ccb2576
114.119.140.148,181,a36041c2-f702-4c5a-8554-d391461fd86c
114.119.140.149,1385,70cbf287-a01c-4324-9664-3e13dc3fd973
114.119.140.150,736,dfa53531-73bc-454a-9ad2-08b6ab302a3d
114.119.140.155,1897,e05b35c6-f377-48c6-a621-10c26a8c0922
114.119.140.155,2852,e4e3aba6-ff53-4754-9b43-9a61f776300b
114.119.140.159,2347,2c8d3c9b-b95e-48e9-9473-9c9194fb344d
114.119.140.166,3502,01ecc8a9-41ad-44ff-9112-dbd0b6bfb46c
114.119.140.17,608,0dad6617-df07-4bf2-8592-23e5dfe15475
114.119.140.173,2545,f07b1e69-f50a-45df-af65-28f431afebfb
114.119.140.185,1390,f97113a8-f1b1-4e61-a33e-a157ccbb9ed7
114.119.140.187,2960,1c3b4eed-e3a7-472d-8803-ab98f4323d08
114.119.140.188,2588,6d57437d-6d5c-4f99-a635-9b4297cfd281
114.119.140.189,2821,125687c7-f0a3-4107-978d-d8ba09f9d7ea
114.119.140.190,1107,04c67001-0e85-462b-942f-b0b9d841fec8
114.119.140.2,1091,d6e2e920-bcc5-4a23-8ff1-44d8f6c50e6e
114.119.140.2,2402,864e3bf8-af53-444a-9245-47c03334d39d
114.119.140.201,980,2d463146-c120-44f1-9126-d5c12c7e1c2c
114.119.140.201,1527,f9c21db0-ec33-4ad5-a8c5-7cd638f5e18a
114.119.140.203,1930,9b4221ad-0cb1-4d73-9242-cc4f86ccd205
114.119.140.209,2737,7608b432-9072-4dbd-9310-b60c59bcea29
114.119.140.209,3418,b0bea6c8-1bca-439c-b0a1-72ed4028eed5
114.119.140.211,3603,42551748-1ccf-409d-bfbc-7eef9a672234
114.119.140.215,2405,62d192d1-586e-40d3-8245-2203c56aa148
114.119.140.217,2925,cb2d416a-742e-4cf2-8f9f-6c680430f8d0
114.119.140.218,3472,11cddfc6-6339-4f60-81ae-f5e10aced95c
114.119.140.222,2797,3b9283ac-5709-4bd3-8858-3ce9a7f6a752
114.119.140.224,3147,80315a0a-02be-4e32-aad7-de56460f3360
114.119.140.226,2849,2ad6b543-cd80-40d4-9f7f-cd036786acd5
114.119.140.231,698,6bd9e4cc-0f4c-4b32-bccc-4f8eccf2ae27
114.119.140.241,3718,74d1ff64-e4ed-4a7b-8424-ea33734193a1
114.119.140.252,2090,2191a672-8aae-4dc3-9f4f-feaed9fbe5c0
114.119.140.253,3300,fdedb518-86bc-4725-81c5-f4a5590f9247
114.119.140.253,3514,40d7676e-f64d-4085-9bb9-9e8ee1411008
114.119.140.28,841,68bc96e7-c1e3-4cd9-b316-460c781f3f89
114.119.140.29,1910,96d84ef6-33d8-4683-b363-173d0168b6ce
114.119.140.30,3689,e7d91904-2c86-4ea2-a8d1-7bdcf957894e
114.119.140.33,326,ae20f683-eafe-4dbc-b452-c34af7020c10
114.119.140.4,3568,6c873e6d-a401-49cc-a2aa-2735d70c66a1
